0,6102
00,4756
000,4840
0000,494
000000,152
0000000000,2
0000000000001110,1
00000004150000000192,2
00005,1
000066,2
000080,48
000089,1
000099,10
0001,18
000100,4
00018,2
0002,6
00020608,2
0003,4
00036004,1
0004,6
0005,8
0006,7
0007,4
000749580,1
000750013,4
0007571982,6
00076,2
0008,2
0009249480,2
0009249481,2
0009249504,2
0009249505,2
0009249506,2
00098,2
001,65
001001,1
00101,2
001134,1
0012,1
00128,1
0013,1
00156,3
00157,1
0016,2
0017,5
001753,1
0018,2
00190,6
00191,3
00193,3
002,29
0020,8
00212,3
00214,1
00221,4
00225,7
00226,3
00229,1
002299,1
00232,3
00233,1
00233243601078,1
00233244774480,1
0024,1
00243,3
00244,3
00249,3
00256,3
00264,4
0027,3
00270,9
00271,3
00273,3
0028,15
0029,16
00290,2
003,22
0030,1
003002,1
00309,3
0031,57
00317,3
00318,3
00319,16
0032,2
00321,4
00322,6
00328,3
00329,2
0033,2
003399,2
0034,15
0034636,1
0034675429477,1
00349,1
00352,2
00353,2
00357,3
00361,3
0038,2
0039,3
004,25
0041,1
00421,2
004227,6
0044,7
00447900,1
0045,2
005,26
0050,24
0052,3
005227635846003,1
0057,1
006,17
0060,24
006600,2
007,19
007225644647,2
0073,1
00754,1
00788769,2
008,16
0080,2
0084493,1
0085201238,1
008711,2
00885,6
009,19
00923,1
00937614,1
0095,3
00971,2
0098,1
009842,1
009888,1
01,557
010,234
0100,61
0101,1
01010107,2
01019,4
0108040,34
0109,2
011,51
0112,1
0113,2
011447859837917,1
0115,2
012,8
01210,2
0123,1
0125,1
0125040,4
012603,1
0126040,30
013,12
0130,2
0135,1
014,10
014004,1
01405,1
01408304990,1
01462,1
0148,9
015,10
01500,2
01523312,1
01523370,1
0155,1
015592,1
016,8
017,7
0170,1
01702,2
017201846,2
01778,2
0178,1
018,8
01801,2
0180176345,1
0184,1
01890,5
019,3
0190,18
019017,1
01906,2
01915,1
0194,3
01945,1
0196293,1
01989374546,1
0199,10
02,282
020,15
0200,181
02005,1
02010207,2
020130,2
02030706,2
02066,1
0207859035,2
021,13
02110,1
021192,1
021193,1
021201,1
02131,1
0217041,6
022,8
0221040,8
0228,1
02299,1
023,10
0234,1
02344460766,3
024,2
0240,8
02421,1
0245,1
02479,1
02494,1
025,39
0250,24
02539,2
025648,8
02589,1
026,11
02624,2
02625,1
027,1
02742,1
0276,1
02766,1
02769007301040636,1
028,6
02818,2
02886,1
02897893,1
029,2
0295,1
03,330
030,5
0300,67
0301,1
03063,1
0308,2
0309,2
03090806,2
031,5
0310041,98
0311,4
03110,1
031500,5
03198118194477765,1
032,9
033,27
03302,2
0330206,3
0333,1
034,12
035,6
0350,32
0357,1
036,1
0360,24
0363,10
0367826,2
037,2
037466,1
038,2
04,316
040,8
0400,94
04003,1
04005,1
04020406,2
0405,2
0406,1
040601578,1
041,1
0418,3
042,5
0420,24
0424040,46
0425,16
043,2
0431,3
0437081,1
044,5
0445,1
0446,1
045,8
0450,10
046,4
0461,2
0462,7
0471,1
048,11
0486,1
0489,2
049,2
049892,1
04991,1
05,539
050,3
0500,114
05000,1
05000508,2
050051,2
05009,1
050127,1
050419,2
050719125947,2
051,2
051102,2
05117963,3
05197,2
052,4
0520,2
05215,3
05229,1
052402,1
0528,1
053,2
0530,1
05303,3
0532,2
054,2
05411,3
0542,1
05446,1
0548,1
055,14
0550,8
0555,1
056,2
05600,2
0567,2
0569,1
057,2
058,10
0580,2
05855,1
0588,1
058862,2
059,2
05908,2
0594,1
059569,1
0599465886,2
06,187
060,3
0600,114
060077929029243501,1
0601690,1
0602,2
0603,2
0605,2
06060202,2
0607,9
06090404,2
061,5
0611,1
0614842809561657,6
06160,1
062,1
0622847477531167161,1
0623,1
0625,2
0628,1
063,4
0634,2
06443,2
06484,2
065,5
0650,8
06501,1
0651,2
0653,2
0654,1
06542,1
0656,1
0660,1
067,2
0672,8
0675906254,1
068,2
06820,1
06880,3
0689,1
069,1
06902,2
0696,1
07,217
070,6
0700,37
0702,3
0704,1
07047,2
07080,3
071,7
07102,2
0713,4
0714,2
0717,4
072,4
07277,1
073,2
0733,1
0738,6
07381,1
0739,3
074,2
0742,2
075,5
0753,1
075983628,2
076,4
0766,1
077,1
07701,1
0771,3
077160,1
0772,8
07732,1
0775,4
07760,1
078,2
078742,2
079381104,1
0794,1
08,234
080,3
0800,121
08053,2
0808,2
0815,2
0819,2
082,2
08206,1
083,1
0832,1
084,1
0841,1
0843,1
0845,1
085,4
0850,1
086,2
087,5
08701,1
0871,1
08755,2
08837,1
08840,1
08854,1
089,2
0894,2
09,255
090,9
0900,8
09050804,2
0908,5
091,2
09110129,1
09176,2
091883744427068,1
0919,10
092,13
0920,2
0923,2
093,2
0934,1
09359749,1
09359889,1
09359951,1
09359960,1
09359978,2
09359984,2
09360007,2
09360096,1
09360194,2
09360200,2
09360326,1
09360374,1
09360393,2
09360461,1
09360462,2
09360559,1
09360592,2
09360701,2
094,1
0942,1
09450,4
095,4
0953,1
096,14
096276,1
09672316,1
097,5
09759,1
0977,2
0980978,2
09886,2
099,4
099620,1
0999,2
1,8795
10,3549
100,2348
1000,244
10000,2
100004,1
10001000,2
10003,1
100058,1
10006,2
100083,1
100086,1
1001,30
10010000873445724,1
10010000875552967,3
10010000876293700,3
10010000876731794,3
10010000878493097,2
10010000880058315,1
10011,1
100145,1
10016,2
10018,2
100183,1
10019,1
1002,12
10020,1
10022,2
10023,1
10023387,1
10024,2
10025,1
100258,1
1003,2
10034,10
10036,1
10048,3
1005,6
10052,6
10056,1
10057,2
1007,4
10082,3
10084,3
10085,3
1009,3
101,253
1010,14
101000,1
101000101010,1
101010,1
10101000101010,1
1010101,3
1010101000,1
1010101001,3
1010101010,1
10101010100,1
101011,3
101011101,2
101045,2
1011,2
10111,3
10117,3
10118,5
1012,2
10120,1
10122,3
10128,2
1013,4
10141,3
10142,3
1015,1
1016,1
10161,2
10164,3
10165,3
10167,2
1017,1
1019,2
1019199,1
10199,3
102,32
10202,3
10203,3
102056072,1
10206,3
1021382,2
10215,24
1022,2
1022002,2
10226,9
10227,3
1023,2
10231,3
10234,3
10235,3
1024,21
102420,1
1025,1
10257,3
10259,3
1026,4
1027,1
1028,2
1029304341,1
103,14
10314,3
1032,2
10320,2
10323,3
10341,2
1035,2
1037,2
1038,3
104,23
1040,1
10405,2
1040522,1
1043,1
1044,3
1045,2
10451,9
1046043196122050333,1
10481168,1
1049,2
105,249
1050,5
10502,3
105043,2
1051,1
1053,4
10535,2
1054,3
1055,1
1057,3
105798160,1
1058,1
106,38
10610,1
1063,3
10650,2
1066,1
1067,3
1068,1
1069,1
107,39
1071,18
1071352402,1
1073,2
1075,2
107780,2
1079,1
108,19
1080,6
10800,1
10802244619786473915,1
108039533,1
1087,12
1088,2
1089,1
1089714330,1
109,63
1090,3
1091,1
10916,1
10929,1
1093,3
1095,4
109519,1
1096,1
10976,1
10977,1
1098,1
1098452203470,2
1099,1
109932133617048,2
109958888429414,4
11,1082
110,189
1100,13
110008,1
11002,1
110058,1
11006026244692811711,2
1101,3
1101111,1
1102,11
1103,3
1105,39
110520,6
1106,7
1107061978,1
111,42
11101,1
11102,2
1111,9
111111,1
1112,2
111213,1
1113,4
1115,1
1116,2
1117,6
1118,1
1119,3
112,23
1120,4
11200040,1
1121,1
11211,1
1121769670,1
1121770660,1
1121770810,1
1121770867,2
1122,1
1123,2
11232,1
11234,1
1124,1
11240,4
1125,1
1126,2
1127,1
113,25
11300,4
1131072189,1
1132,2
1133,1
11353,1
1137,2
1139,3
114,33
11400,1
1141,1
11417,2
1142,2
1144,2
11442698835409955825,1
1145,2
1146,1
11464992,4
11465886,1
1146992,5
1147,2
1148,3
114876,2
1149,17
114900,3
115,155
1150,1
11500,1
11500369,2
11504002,1
115076559,1
115076711,2
115076758,2
1151,2
1154,1
1155,2
1156,1
11561,1
1157,1
1158,1
1158131562,1
11595,1
116,28
1160,3
1162,1
1163,2
116521969,1
11654,2
1166,2
11669,2
1167,1
11674938,1
1168,1
11688,1
117,25
1171,4
1174,7
1176,1
1177,2
1179,3
11791,1
118,19
1181,1
118428,1
1185,1
1186,1
1189,1
119,171
1190,1
1191,2
11925,1
11942,2
11956,2
11974,2
1199,3
12,1449
120,626
1200,71
12000,7
1201,4
1202,1
12021,1
1203,1
1204,1
1207,3
1208,5
12083,1
120939210,1
12099,4
121,29
1210,1
1212,1
121401,4
1214578,1
1215,6
1216,1
1218,2
122,11
1220,2
122001,1
1222,1
1224,1
1225,1
12260,1
1226030,41
1227,2
12278,1
123,86
12304,1
1232,1
12345,1
123542,4
12369,1
1237,2
1239,2
12390,2
123936718,1
124,142
12405,1
1243,1
12459,1
1246,1
12489,1
1249,2
125,203
1250,3
12500,10
1251,1
125161,1
1252,31
125217,4
125219,4
125220,4
125223,4
12528,1
1253,2
12555,1
1257,2
1258,2
12597,2
126,60
1260,1
126041,2
1262,1
1264,2
126432211,4
126432211111,2
126742105,1
1269,4
127,74
12707,1
12711,1
1272,2
127299,1
1274,2
1275,4
1277,3
127996,1
128,88
1280,10
12801,1
1281,4
1282664,2
128285,1
1283,1
1283944723085771570,4
1285,1
128550107,1
1285579,2
1286,3
12866,1
1287,1
12876077,1
12879,1
12890567,1
129,111
1290,4
12900,1
1293,1
1294,3
1295,1
1297,2
1299,1
13,517
130,158
1300,15
1302,6
130441,1
1307,1
13086,2
1309850200,1
131,18
1313,1
1314,11
1314762529,1
1315,3
13158,4
1316,1
13173,1
13175,1
1318,1
1319,2
132,57
1320,3
1322,1
1323,8
1324,1
1325,1
1326,2
13271,1
1328,1
133,38
1331,1
13317089,2
1332,4
1333,29
1333395,2
1333398,2
1335,2
133614,1
13365,1
133777,2
1339,2
134,29
1340,1
1340093270,1
1341,5
1343,1
1345218,2
13465550,1
13474,1
1348903,2
135,153
1351,1
135321,1
1354,2
1355,1
1357,1
1358,2
1359,1
13591,1
135931652,1
136,57
1360,1
13617,1
13636,2
1364,1
13648351841,2
1365,2
13682,1
1369,2
137,15
1370,2
1372,1
1373,3
1374,1
1376,1
1377,1
138,52
1380,3
1380520,1
1381,1
1382,2
1382150,1
1382625,1
1384,1
1388,2
139,120
1390,1
13918,1
13920,6
139259,1
139268760,1
1393521614,1
1394,2
1398,1
1399,2
14,813
140,273
1400,18
1401250199,1
14013488,1
14020,2
1402454613,1
1405,1
14051,2
1406,1
14068,2
1409,1
14092,3
141,34
1411,3
14120,2
14123,2
1415,2
1416,10
1418,2
1419,1
14195,1
142,14
1421,5
14216,2
14226,3
1423,1
1424,2
14249,1
1425,2
1426,3
1427,1
1428,1
143,16
14300,2
1433,1
1435,1
1438,1
144,32
1440,2
1441,1
14435,2
1444,1
1445,1
1447,3
145,42
1450,6
1451,7
1452,1
1454,6
14545,3
1457,4
1457687100,1
1458,2
1459,1
14599,1
146,11
1460,1
1462,1
146416,1
1465,1
1469,1
147,47
1470,3
1471,1
1472,11
14721373,5
147242,1
1473,1
1474,3
1476,3
1477,1
1477111,1
14781,5
1479,1
148,16
1481,12
1482,2
148279707,1
148511465805,1
149,228
1490,2
149285,2
1494,1
1495,3
1497,3
1499,1
15,1502
150,426
1500,32
15000,2
15031964,1
1505,2
1507,1
15094618096,4
151,16
15117,1
15120,3
1514,1
151435,1
1515,2
1516,1
1517,2
15177,2
1518,1
152,16
15216,1
1522,1
1525,1
15260,1
1527,1
153,21
1530,4
1532,1
1533,3
15339847,1
1534,3
1535,2
1538,1
1539,1
154,33
1545869,1
1547,2
155,55
15500,1
15522,1
1555002244,2
15553447,1
155557638,1
156,17
1560,1
156074,1
156220743,2
156489,2
1565,1
1566,1
1568,2
157,66
1571,1
15727880,1
1573,1
15741,1
15744374,1
1575,1
1575332211111,2
15774,2
158,27
1580,3
1582,2
1585,1
158545,2
15867384,1
15880647714247442333,2
159,93
1595,1
1596,1
1597,1
1598,2
1599,1
15999,1
16,609
160,89
1600,9
16000,2
16005100002,1
16008,2
1601,1
16051,1
1606,2
161,296
1610,1
16102,2
1611,2
1612,4
161300,1
1618,257
162,29
1620,4
162182,2
1622,1
1624,1
162498,1
1625158219,1
1628,8
162858187059514449,2
163,23
1630,1
1631,2
16323,2
1636,2
1639,1
16393,1
164,22
1640,1
1641,3
16420,1
1645,1
1646,4
1648,2
1649,2
165,46
1650,1
16500,1
1653,1
16539,1
16540,1
1654614,2
1657,1
1658999,2
166,14
1660,2
1661,1
1662,2
1663800,7
1667,2
1668,1
16688,1
16697255,1
167,8
1670,2
1671,1
1672,2
1674,1
16761,2
1676671534,1
1678,1
168,61
1680,3
16800,2
1681,1
16822,2
1682426017,13
1683,1
16889,1
1689,1
169,141
1691,1
1692,4
1692062,2
1692093,2
169301,1
1694,1
169471668,1
16949,1
16950,1
169676,1
1697,3
16983,1
16986,2
1699,3
17,770
170,83
1700,8
17013,2
17022,1
1705,1
1706,1
1709,1
171,63
1711,3
1714,2
1715,2
1718,1
1719,6
172,29
1721,2
17213,1
1722452,2
173,19
1730,2
1731,1
1733,1
17342,3
1737,1
1739,1
174,21
1741,2
1742,1
1743,1
1746,2
1748,1
174832,1
1749,2
175,90
17539,1
1754455243054000,1
17552,2
17567,2
17579,1
1758,2
17585,1
176,34
1760,2
17600,2
1761,2
1762,1
1763,1
17639,2
1767,3
1768141572,1
176928755,2
177,22
1771,4
1774,1
1775,2
1776,1
177731,1
1778,1
178,18
17800,1
1781,2
1783,1
1785,1
178790688,1
17897,1
179,81
1790,1
17925895,1
1793,2
1796,2
1798,1
1799,3
17996,2
18,743
180,123
1800,12
18000,3
18017,1
1803,1
18048,2
1807,2
18070,1
1808,1
1809,1
181,30
1810,1
1811,2
181117,1
1812,3
1813,1
1814,2
1815,1
1816,4
1817,4
1818,1
1819,1
182,18
1821286385673216,2
1822,1
1822033191,1
1824,1
1825,2
18255,1
182565,1
1826,1
1827,4
1828,1
1829,1
183,6
1830,2
1831,17
18313,1
18317201,2
1833,1
183371,1
1835,14
18360,2
1839,3
184,33
1840,1
184073,2
1841,2
1842,2
1843,4
1844,3
1846,2
1847,2
1848,9
1848025,2
1849,2
184993,1
185,16
1850,2
1851,4
1852,2
18525,2
1854,6
185530,2
185531,2
1856,2
1857,4
18570,1
18571,1
1858,2
1859,2
186,25
1861,2
18618,1
1862,4
1863,5
18638,1
1863846581,1
1864,2
1866,2
1867,2
1868,1
1869,1
187,39
1870,3
18700,1
1871,5
1872,2
1873,2
1874,7
18740,1
1876,2
1877,6
1878,1
1879,3
188,33
1880,6
1881,2
1882,1
188371459926401328,1
188428,2
1885,1
1887,3
188835,1
1889,3
189,106
1890,11
1891,1
1892,5
1893,2
1894,7
1895,3
18951,1
1896,1
189643322211,2
189702,1
1899,1
19,1116
190,31
1900,9
19000,1
1901,2
1902,4
1903,2
19034,1
1904,1
19040,1
1906,2
19063,2
1907,1
1908,2
19087,1
190888,4
1909,5
191,13
1910,29
19104,1
1911,6
191114,1
1912,1
19123,1
1913,2
1914,3
1915,1
1916,1
191694,2
1917,5
1918,2
19186,1
1919,3
192,31
1920,2
1921,4
192111942,1
1922,2
1923,1
1924,5
1925,3
1926,1
1927,5
1928,1
1929,5
193,33
1930,3
1931,5
1933,711
1934,581
1935,5
193557,6
1936,1
1938,4
19381,1
1939,5
194,25
1940,7
19406,2
1941,2
19424,2
1943,3
1944,1
1945,6
194543200,1
1946,4
1947,7
1948,3
1949,6
195,50
1950,3
1951,4
1954,3
1955,2
195546,2
1956,25
19560,20
1957,14
195708,2
1958,12
195954,1
196,16
1960,7
1961,1
1963,6
1964,4
196445,2
1965,7
1966,5
1967,2
19673,2
1968,3
1969,4
197,13
1970,18
19702,1
1971,3
19711,1
1972,5
1973,2
1974,4
1975,1
1976,4
1977,14
1978,2
1979,6
198,18
1980,17
19803,5
19806,1
19808,1
1981,4
19819,1
1982,12
1983,4
1984,1
1985,7
1986,4
1987,13
1988,4
1989,2
199,99
1990,37
1991,15
1992,14
1993,35
1994,16
1995,281
19953,1
1996,25
1997,65
1998,79
1999,68
2,7994
20,2223
200,577
2000,656
20000,1
200007,6
20001,2
2000100,2
2000100030,4
200014,2
200030,1
200081,5
2001,171
20016,7
2002,629
20021,1
200225,1
2002365214,1
2003,925
20030716,1
20031225,2
20032,43
2003370,1
200345,1
2003451,20
20037,1
2004,2741
200403301128,1
200403310554,1
200403310601,1
200409171037,1
20040929124340,2
200410,1
200410220936420114,2
20041025,1
200411011002080968,1
200411041221230843,4
200412152150,1
200416,1
200435,1
2004458,1
20045,1
20046,43
2005,2511
200501160908,1
200502141853,1
200502220042,1
200504222357,1
20050513,1
2005071819,2
2005071907583819285,1
20051,2
20053,1
20055,11
20058,17
2006,100
2007,44
20072004,1
2008,8
20089,4
2009,18
20093,4
201,45
2010,26
20108,10
2012,3
20127,2
2013,14
201470,2
201790,1
201813,1
20187,4
20189,4
20190,2
20191,4
2019396,1
202,37
2020,12
2020269,2
20229,1
202462578,1
20251,2
20257,4
202595,1
2026,1
202885,2
202920,2
2029927256931,1
203,39
2031,7
20328,2
20367,1
2037,1
204,15
20410,2
204119318,1
2044,1
204537903548909445,1
2046,1
2048,6
204861,2
205,144
205005,1
2051,1
20511465463,8
20511465697,1
20511465886,1
20511465897,6
205241510,1
205241590,1
2053,2
20549,2
2055,1
20551,1
205762,1
206,53
2060,5
206170530,1
2062,1
206543,1
2068,1
206964994,1
207,18
20706,1
207161,3
2073,1
2073256,1
20765254,2
20774,1
208,20
20806,1
2080774744588021497,2
208092534,2
20821,2
208306,1
20834,2
20850,1
2086,1
2088,1
209,31
209011,1
209015,19
209085,1
209095,1
209120,2
2093,1
209318,5
2094,2
20978,1
21,1100
210,80
2100,15
21000,1
210001,1
210007,1
2100805,2
2101,1
2102,3
2104,5
21044,1
2105,2
21059,1
2108,1
211,55
2110,1
21107543,1
2111,1
2113,13
21143,1
211648,1
2117,2
2118,2
211871034401845736,3
2119,1
21195,1
212,43
21202,2
21204,3
21208,1
21212121,2
2122,1
21231,2
2123489765,1
2124,1
212434346364654646566,1
2125,2
213,35
21300,4
2131,1
21321,1
2135,3
213546,1
2135706,1
21362,2
213743857,1
21377,2
2138,1
214,147
21400,1
214018,2
214105932,1
2142,1
2144,1
21446,1
21449267220,4
2145,4
2149,2
215,17
2150,6
2154,2
215424,1
21570,1
2159,1
216,37
2160,2
2161,2
216112314,1
216159306,1
2164,1
2165456,3
216574588,1
2167,1
217,43
21704,1
2171,4
2172,1
2174,10
